"InstanceId","InstanceName","instancestatus","Platform","KeyName","PrivateIpAddress","PublicIpAddress","interfaceid","SubnetId","VpcId","account","Region"
"i-06a646f1de9d20f68","bos-pdin-db-tk01","running","Windows","bos-pdin","10.133.45.71",,"eni-0c9f6112fbb0002f6","subnet-0525eb9eadf37fd38","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-01ac689979bf69b31","bos-pdin-db-bos02","running","Windows","bos-pdin","10.133.45.50",,"eni-030fa4be0eaa69a04","subnet-0525eb9eadf37fd38","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-080f17a513693c6f5","intuit-pan-intui-Publi-S5NZFJLB9N0H_ASG_us-west-2b","running",,"intuit-pan-prod","10.133.47.218",,"eni-0b3c4beb5231f9c08 eni-071c5ad1043ef5faf eni-04be9d6fc4356c726","subnet-01802c28c411466aa","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0fc28911f607f99a2","web1-PaloAlto-Testing","stopped",,"gd-paloalto-baas-prod","10.131.0.29",,"eni-0b2c3f211f4050a3e","subnet-085872e6fe193123c","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-05946d1c58d5f908f","bos-prod-db-bos04-NotUsed","stopped","Windows","bos-prod","10.131.192.55",,"eni-0384e6baf0ae673fc","subnet-00753bb661ed15d39","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0d2301269f0cab9c7","bos-prod-db-crm01","running","Windows","bos-prod","10.131.192.61",,"eni-0d79f3005a6971767","subnet-00753bb661ed15d39","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-08838fc4e07725b6b","bos-prod-db-crm04-NotUsed","stopped","Windows","bos-prod","10.131.192.65",,"eni-05fe22797db181340","subnet-00753bb661ed15d39","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0e0f7e70ba25973bc","bos-prod-db-bos01","running","Windows","bos-prod","10.131.192.51",,"eni-048e7aca3bc3e6e7f","subnet-00753bb661ed15d39","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-08db96423880240b4","bos-prod-db-tk03","running","Windows","bos-prod","10.131.192.71",,"eni-0651f6ac73414d7db","subnet-00753bb661ed15d39","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-03b5a0ae854378fc9","bos-pdgb-db-crm01","running","Windows","bos-pdgb","10.133.12.60",,"eni-0aebc99457bad0267","subnet-06f6118d751b8c630","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0a90087c200636203","bos-pdgb-db-tk03","running","Windows","bos-pdgb","10.133.12.70",,"eni-0a94773b2a67a36c3","subnet-06f6118d751b8c630","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0317870d4001c620c","bos-pdgb-db-bos01","running","Windows","bos-pdgb","10.133.12.50",,"eni-0c6f1893a0d1e8004","subnet-06f6118d751b8c630","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0bd959b03a9dd0c16","bos-pdub-db-bos01","running","Windows","bos-pdub","10.133.28.50",,"eni-05d9732b8b063c3a1","subnet-0ac2f70131bba0d7d","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-095d687b016c260c8","bos-pdub-db-crm01","running","Windows","bos-pdub","10.133.28.60",,"eni-0aeeda5aab62cbd30","subnet-0ac2f70131bba0d7d","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0be78fe6db3c2932c","bos-pdub-db-tk03","running","Windows","bos-pdub","10.133.28.71",,"eni-036d12b2a4ba6c240","subnet-0ac2f70131bba0d7d","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-06b47cfff70e0d90a","bos-pdin-db-crm01","running","Windows","bos-pdin","10.133.44.60",,"eni-0406c424c36e66220","subnet-0ed070e3c1de59d98","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-01af1369893723f8b","bos-pdin-db-bos01","running","Windows","bos-pdin","10.133.44.50",,"eni-0ecc5cd3f77abfa6b","subnet-0ed070e3c1de59d98","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-07b33de415967bdb6","bos-pdin-db-tk03","running","Windows","bos-pdin","10.133.44.70",,"eni-0ca476fd22e0af27e","subnet-0ed070e3c1de59d98","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0fe935ae6d17cfd53","intuit-pan-intui-Publi-S5NZFJLB9N0H_ASG_us-west-2a","running",,"intuit-pan-prod","10.133.47.80",,"eni-0fe805d06f2976890 eni-08187fce047a50c11 eni-0fe0ef67b58140191","subnet-0357c6642012c8b8a","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0da7d1fe98514916c","TEST-PAN-UNTRUST","stopped","Windows","intuit-pan-prod","10.133.47.73",,"eni-092c57cb2ae54a61d","subnet-0357c6642012c8b8a","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-030192124c2423b55","uber-pan-p-uber-Publi-17OH1Y7Q24HCH_ASG_us-west-2a","running",,"uber-pan-prod","10.133.31.89",,"eni-0709a8c2906a874b6 eni-0943760a1b6823491 eni-0d8d1cebbd5ddd3d5","subnet-0dde65fc14e36fe54","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-000b0c69fd185478d","TEST-Uber-PAN-Untrust","stopped","Windows","uber-pan-prod","10.133.31.90",,"eni-03bf457142d4e7472","subnet-0dde65fc14e36fe54","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0bd8ffab71a2998c6","Nexpose intuit-prod-vpc","running",,,"10.133.34.61",,"eni-0c516bc572a82ab8d","subnet-0311adfae0618715a","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0b6c10b18ca7ac2ea","Nexpose uber-prod-vpc","running",,,"10.133.17.238",,"eni-0aadd137821987a4b","subnet-0aed99d967c0d95b2","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-084ce5ffc5fe37785","Nexpose gbr-prod-vpc","running",,,"10.133.1.72",,"eni-0e1d2e29165cc081f","subnet-0bbe18b564e6557c0","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-01efe30b943c160fb","Nexpose BAAS-PROD-VPN","running",,,"10.131.10.15",,"eni-07a20640f8ec3c98f","subnet-085872e6fe193123c","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0232b11c15fe91cb1","bos-prod-db-crm02","running","Windows","bos-prod","10.131.208.61",,"eni-0b0f4ec2172e7db61","subnet-0beb92f4c38dcaa83","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0300f031d6b5a340c","bos-prod-db-crm05-NotUsed","stopped","Windows","bos-prod","10.131.208.65",,"eni-0c91ce99ff1bd8eea","subnet-0beb92f4c38dcaa83","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0f849fecee3366521","bos-prod-db-bos03","running","Windows","bos-prod","10.131.208.51",,"eni-04a3078055d23dd14","subnet-0beb92f4c38dcaa83","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0c47260d5b740718c","bos-prod-db-tk02","running","Windows","bos-prod","10.131.208.70",,"eni-09c9952be0520ad02","subnet-0beb92f4c38dcaa83","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-049deb96538dab93e","bos-prod-db-tk04-NotUsed","stopped","Windows","bos-prod","10.131.208.75",,"eni-0a17058acfa5578d3","subnet-0beb92f4c38dcaa83","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0b08b7526ab1c90c2","bos-pdgb-db-bos03","running","Windows","bos-pdgb","10.133.14.50",,"eni-0e4af4429f68b6bc4","subnet-0baa29e7654f1cdb3","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-08b6c4a606348feee","bos-pdgb-db-tk02","running","Windows","bos-pdgb","10.133.14.71",,"eni-0e99b81d577876b72","subnet-0baa29e7654f1cdb3","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-08d9eb9d0a24e0dc1","bos-pdgb-db-crm02","running","Windows","bos-pdgb","10.133.14.60",,"eni-08f3063cc81ccc1af","subnet-0baa29e7654f1cdb3","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0d68801b1118898a1","bos-pdub-db-bos03","running","Windows","bos-pdub","10.133.30.50",,"eni-09b33d2db882ded00","subnet-0ccdaad1e2cca4e3d","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-057c5d58107f82d35","bos-pdub-db-tk02","running","Windows","bos-pdub","10.133.30.70",,"eni-0f84ed0ded2986ce8","subnet-0ccdaad1e2cca4e3d","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0924f1c42f508cb61","bos-pdub-db-crm02","running","Windows","bos-pdub","10.133.30.60",,"eni-0ebb075f1967b4ab3","subnet-0ccdaad1e2cca4e3d","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0d3e5ecea1d34d0c5","bos-pdin-db-crm02","running","Windows","bos-pdin","10.133.46.60",,"eni-0e009e67c8de839a5","subnet-02c10719a31659ae3","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0d563e71cb88faeb6","bos-pdin-db-tk02","running","Windows","bos-pdin","10.133.46.71",,"eni-022e340fc150dd789","subnet-02c10719a31659ae3","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-07e72648d54b0fd8a","bos-pdin-db-bos03","running","Windows","bos-pdin","10.133.46.51",,"eni-0990c7b755d1f87ed","subnet-02c10719a31659ae3","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0c86bb706d0cddff4","gd-paloalt-gd-pa-Publi-14UP2HWNWO6UV_ASG_us-west-2a","running",,"gd-paloalto-baas-prod","10.131.226.177",,"eni-021cd74d0bf06ebe4 eni-091ce33e5fd12070b eni-01bfcb26bb2c89676","subnet-09e5b5b5a935eeeff","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0524ea21fc45fd78e","bos-pdgb-mq-shared","running",,"bos-pdgb","10.133.9.244",,"eni-0dd54967c1b81b795","subnet-097705dbcd7753813","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-07551b41afbdff992","bos-pdgb-mq-shared","running",,"bos-pdgb","10.133.6.83",,"eni-033fd0714ee19c8e3","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-05079646729028c4d","bos-prod-mq-shared","running",,"bos-prod","10.131.84.197",,"eni-03fcd53b3d3932550","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0ba9b1b9b87086545","bos-pdub-mq-shared","running",,"bos-pdub","10.133.20.186",,"eni-04c70af4f668f32f0","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-07d0c706e0dd7e02b","bos-pdin-mq-shared","running",,"bos-pdin","10.133.37.229",,"eni-0ad144d504a16d5f2","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-022f7169161d046ff","bos-pdub-mq-shared","running",,"bos-pdub","10.133.18.86",,"eni-0b407f0efd78c3038","subnet-0aed99d967c0d95b2","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0d0b9ba0b4e819fed","bos-pdin-mq-shared","running",,"bos-pdin","10.133.35.218",,"eni-0de1f05c21d1ca80b","subnet-0311adfae0618715a","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0504145a23ebe8697","bos-pdgb-mq-shared","running",,"bos-pdgb","10.133.1.188",,"eni-064f926f6ef1fe4c8","subnet-0bbe18b564e6557c0","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-01d66403d5fb83430","bos-prod-mq-shared","running",,"bos-prod","10.131.16.33",,"eni-0e8a0ddbebdd50596","subnet-085872e6fe193123c","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0043b7465634cdbd1","bos-prod-cnrmq-g","running",,"bos-prod","10.131.112.89",,"eni-04e95870a9c63f520","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0e730e0e9acf2a509","bos-pdub-cnrmq-g","running",,"bos-pdub","10.133.23.21",,"eni-019a635ad774c55bb","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0c6bc7da4a957baaa","bos-prod-pn-g","running","Windows","bos-prod","10.131.111.228",,"eni-044e56c8bb985ea12","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-03423bd2e96208639","bos-pdin-cnrmq-g","running",,"bos-pdin","10.133.37.191",,"eni-0425d0b2a6515d150","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0c428d475dd84fa51","bos-prod-cnd-g","running","Windows","bos-prod","10.131.113.196",,"eni-092c291e7532f13f2","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0e45fcbe54fea8a72","bos-prod-crm-g","running","Windows","bos-prod","10.131.109.164",,"eni-0c9281be5d37ea8ee","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-07e2bdef7118c4bc2","bos-prod-tk-g","running","Windows","bos-prod","10.131.124.77",,"eni-09d3461765dca4b3a","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0c2ff94548723b8f4","bos-pdgb-cnrmq-g","running",,"bos-pdgb","10.133.5.4",,"eni-066ece2d6fb6d5be0","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-062919795c877e892","bos-prod-fp-g","running","Windows","bos-prod","10.131.119.16",,"eni-047c96d5fa18118d2","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-05b62fc54f47c95e9","bos-prod-prt-g","running","Windows","bos-prod","10.131.126.223",,"eni-0d2b7feaeae5cd5d2","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0cdcda081551b3bd3","bos-pdgb-fp-g","running","Windows","bos-pdgb","10.133.4.74",,"eni-0ef52339d5d15c301","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-034d6e91179e6e9b6","bos-pdin-fp-g","running","Windows","bos-pdin","10.133.37.88",,"eni-0809509ceeb692ea8","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0d826d1c10213491e","bos-pdub-cnhp-g","running","Windows","bos-pdub","10.133.20.36",,"eni-0a948cc9783390676","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-07710555f67a48175","bos-pdgb-com-g","running","Windows","bos-pdgb","10.133.4.102",,"eni-053f51189ef66d905","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0df45e9d19192b55d","bos-pdgb-com-g","running","Windows","bos-pdgb","10.133.4.154",,"eni-0ae2626dc36e1ff1f","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0ae006ca4ebf228b9","bos-pdgb-com-g","running","Windows","bos-pdgb","10.133.7.225",,"eni-0c986fc60a2e13768","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0fa588f6908b55ea1","bos-pdgb-com-g","running","Windows","bos-pdgb","10.133.5.42",,"eni-0adf3d42acf3ee108","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0b3f3d108295f5bb2","bos-pdub-pcb-g","running","Windows","bos-pdub","10.133.21.219",,"eni-0d424c8c4dca1ae9d","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-03edd5695eb7b82b5","bos-pdub-cryt-g","running","Windows","bos-pdub","10.133.20.6",,"eni-0a88aabb0c3140b88","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0b15f0260eb8e36d8","bos-pdgb-core-g","running","Windows","bos-pdgb","10.133.5.55",,"eni-0026cceee21141ed2","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-021ef8fbceacab59d","bos-pdgb-core-g","running","Windows","bos-pdgb","10.133.6.218",,"eni-037fdb49cf48eed30","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0b771d64a3e2af351","bos-pdgb-core-g","running","Windows","bos-pdgb","10.133.4.63",,"eni-025db430d697d1877","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0cb1532526f86fedc","bos-pdgb-core-g","running","Windows","bos-pdgb","10.133.6.8",,"eni-07a8ceb7e407edcff","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-024693331c30699e2","bos-pdin-od-g","running","Windows","bos-pdin","10.133.39.63",,"eni-02981f4f0da7a775b","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-06115d1fd7d5f93b6","bos-prod-com-g","running","Windows","bos-prod","10.131.121.131",,"eni-07e91543196677dbe","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0571b8197ec486c81","bos-prod-rh-g","running","Windows","bos-prod","10.131.74.47",,"eni-06ec3fe3a54a4981e","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-01b59ceab3a130c07","bos-prod-pcb-g","running","Windows","bos-prod","10.131.65.232",,"eni-04497b3d98f9f629c","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-044d4ce562b471a7a","bos-prod-cryt-g","running","Windows","bos-prod","10.131.125.95",,"eni-08ad63e1f74ba379e","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0159902706299dbc9","bos-prod-fcm-g","running","Windows","bos-prod","10.131.69.160",,"eni-05fe0ce86cdec6d5f","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-0dc335e5ee67658b7","bos-pdub-rh-g","running","Windows","bos-pdub","10.133.23.80",,"eni-04ed8fcb8494f2fba","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0bf85610c499565ac","bos-pdub-cnd-g","running","Windows","bos-pdub","10.133.23.130",,"eni-04c1b1482dc3bd4ad","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0ebd5d6494e150ae8","bos-pdub-crm-g","running","Windows","bos-pdub","10.133.22.125",,"eni-09eb8398d6996ed5c","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-041abef2f401be1f1","bos-pdin-cnd-g","running","Windows","bos-pdin","10.133.38.193",,"eni-0bfaddba091947a39","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0e8a6410f7d0a52f1","bos-pdub-core-g","running","Windows","bos-pdub","10.133.22.173",,"eni-052e31b461bfa1aa2","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-014f5983ef2ee2ca9","bos-pdin-tk-g","running","Windows","bos-pdin","10.133.38.141",,"eni-0882e05e2b52992d6","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0723f664dbd287a04","bos-pdgb-rh-g","running","Windows","bos-pdgb","10.133.5.22",,"eni-00cd53bcd58064524","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-096255eab2baac687","bos-pdgb-rh-g","running","Windows","bos-pdgb","10.133.6.57",,"eni-0d2efae7fa82137c5","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-06629a1926aee8b6d","bos-pdgb-rh-g","running","Windows","bos-pdgb","10.133.6.65",,"eni-0048f00f63e66b054","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-07c4b346e47011036","bos-pdgb-rh-g","running","Windows","bos-pdgb","10.133.7.221",,"eni-0e92f40bd48a06514","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-01ce09c6e862f7a6a","bos-prod-ucor-g","running","Windows","bos-prod","10.131.102.194",,"eni-05f2b06bb6e6f2a5b","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-03d7d388f22d1bd33","bos-pdub-od-g","running","Windows","bos-pdub","10.133.20.153",,"eni-0481814590a8d5f32","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0551a2b9d131d808f","bos-pdub-prt-g","running","Windows","bos-pdub","10.133.22.245",,"eni-06b5012df2204ec49","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-05f42dd252bdbb245","bos-pdgb-tk-g","running","Windows","bos-pdgb","10.133.7.59",,"eni-06b7b704a3c834e8a","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0a7357f25e27286a7","bos-pdgb-pn-g","running","Windows","bos-pdgb","10.133.6.47",,"eni-03437ca1e7123648c","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-07ae28f80097b1690","bos-pdub-com-g","running","Windows","bos-pdub","10.133.22.101",,"eni-0fb6a996bb8865504","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-04ababe46da4fd2ff","bos-pdgb-od-g","running","Windows","bos-pdgb","10.133.4.163",,"eni-07930df677c6475d7","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0a3d3a0b14bbab21f","bos-pdgb-fcm-g","running","Windows","bos-pdgb","10.133.5.27",,"eni-0eb1e2bd436dcd5ef","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0ed643bb916286c48","bos-pdin-pn-g","running","Windows","bos-pdin","10.133.36.179",,"eni-0bf21e1868610fdb9","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0d4ebd3589c7c2674","bos-pdin-fcm-g","running","Windows","bos-pdin","10.133.39.155",,"eni-0c2e8f4346277abc4","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-033086a3090451e5b","bos-pdin-urh-g","running","Windows","bos-pdin","10.133.36.84",,"eni-0c87dd6f4b9207583","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0e59ee3397f60b886","bos-pdin-com-g","running","Windows","bos-pdin","10.133.36.138",,"eni-077c53f9b079d83df","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0c25d1512918556e0","bos-pdub-fcm-g","running","Windows","bos-pdub","10.133.20.97",,"eni-0d8d7b24e0e279094","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0e7798fb4bb8dd98a","bos-pdgb-cnhp-g","running","Windows","bos-pdgb","10.133.4.165",,"eni-003fb1dbe4bed549d","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0cba6d3360ae9021a","bos-pdub-ucor-g","running","Windows","bos-pdub","10.133.22.249",,"eni-0e4119bc5622990cb","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-07a957da30e9a7964","bos-pdin-core-g","running","Windows","bos-pdin","10.133.39.29",,"eni-01d624fad661adb49","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-028400c05d03e2759","bos-pdgb-prt-g","running","Windows","bos-pdgb","10.133.6.133",,"eni-08cc977499d19c10a","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0a7dd23cf14226a35","bos-pdin-ucor-g","running","Windows","bos-pdin","10.133.37.223",,"eni-0e61ae4c88bffe99c","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0a2a2ac549d20f7f9","bos-pdin-prt-g","running","Windows","bos-pdin","10.133.37.39",,"eni-068d53b0c84f22e91","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-0db82bdc38e6faf88","bos-pdin-pcb-g","running","Windows","bos-pdin","10.133.39.56",,"eni-01cb8b0a794ef5310","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-009c12fd64a8e66a9","bos-prod-app-g","running","Windows","bos-prod","10.131.73.140",,"eni-0f6b10e414ef7f273","subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534","aws-gd-baas-prod","us-west-2"
"i-04f1f6c6d4ecec01d","bos-pdub-oath-g","running","Windows","bos-pdub","10.133.21.214",,"eni-047488d89a2e42ae2","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-0905b9f373b1d0951","bos-pdub-urh-g","running","Windows","bos-pdub","10.133.22.12",,"eni-04072303fb7cc991e","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
"i-02af04f668b330f3d","bos-pdgb-oath-g","running","Windows","bos-pdgb","10.133.6.118",,"eni-0f41691e0701b77f9","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-08685e8a1580eb38e","bos-pdgb-cryt-g","running","Windows","bos-pdgb","10.133.7.168",,"eni-04c5890684b377ea4","subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a","aws-gd-baas-prod","us-west-2"
"i-0f947799e75483651","bos-pdin-cryt-g","running","Windows","bos-pdin","10.133.39.234",,"eni-00b14a0516ed18381","subnet-09cb21464926f029d","vpc-072496937c8129958","aws-gd-baas-prod","us-west-2"
"i-03813aaffd4cb65b9","bos-pdub-app-g","running","Windows","bos-pdub","10.133.22.105",,"eni-084adcafe25473d3d","subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99","aws-gd-baas-prod","us-west-2"
