"NetworkInterfaceId","SubnetId","Description","Status","PrivateIpAddress","Groups"
"eni-0ace0a69d03463418","subnet-03377ac8665767218",,"in-use","10.68.13.50","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-094dd3c1815bd1cc2","subnet-08dd6a19d92ce175d","ELB app/bos-stgb-fcm-b/7db4095eb6d1e595","in-use","10.61.6.184","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0a94f5605b57e3baa","subnet-08dd6a19d92ce175d","ELB app/bos-stgb-ucor-b/ecb48d84d08e5bdb","in-use","10.61.7.42","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-07fa6285a78b29b85","subnet-0c613620c782ea628",,"in-use","10.68.5.28","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-089e53e138f2ff4ea","subnet-0c613620c782ea628","ELB app/bos-stg-crm-g/270f1036abb0dfe6","in-use","10.68.6.143","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-024ccbb35f064d677","subnet-0c613620c782ea628","ES bos-stg-es","available","10.68.6.26","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-092c007fce17f8ade","subnet-08dd6a19d92ce175d","ES bos-stgb-es","available","10.61.4.163","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0485225d5c7f7580e","subnet-0e0541b1d49e16bd5","Interface for NAT Gateway nat-0fffe8eeddeeb2a1f","in-use","10.68.15.238","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-03de6ea16c6d0f0d7","subnet-0c613620c782ea628","ELB app/bos-stg-crm-b/dc4e9d5361201f00","in-use","10.68.5.237","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-07ff67e613b908ca8","subnet-0bb20abbf7838b5ea","ELB app/bos-stin-cryt-b/df14879af0cdd0fb","in-use","10.61.39.65","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0e9258abed97cd339","subnet-08dd6a19d92ce175d","AWS Lambda VPC ENI-bos-stgb-elasticsearch-pipeline-lambda-1ea50222-b642-497a-b3df-50c004d14a61","in-use","10.61.4.130","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-00207b020a93e54bb","subnet-0c613620c782ea628",,"in-use","10.68.4.88","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-08428fd4ecff30f79","subnet-08dd6a19d92ce175d","Network Interface for Transit Gateway Attachment tgw-attach-0244e21914bffecfa","in-use","10.61.4.103","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-077987cb00ed4ce33","subnet-0c613620c782ea628","ELB app/bos-stg-pcb-b/f79ad52e20cd5b44","in-use","10.68.7.175","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0193906e2296939f2","subnet-0c613620c782ea628","ELB net/bos-stg-cnrmq-b/1dd91131bee89faa","in-use","10.68.4.19","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-09b8ced619f9e1aa5","subnet-0c613620c782ea628",,"in-use","10.68.7.68","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-09ca424a3805fdc8b","subnet-0bb20abbf7838b5ea","ELB net/bos-stin-cnrmq-b/b57b1e51f3c7a4a7","in-use","10.61.37.116","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-003a95e79e2ec6d31","subnet-005fe37d5c99a9de8","gd-paloalt-gd-pa-Publi-12OX1772KLJKW_ASG_us-west-2b-eth1","in-use","10.68.15.143","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0abaeb137de05993c","subnet-0bb20abbf7838b5ea",,"in-use","10.61.38.203","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ddbad47b4435a6d9","subnet-0bca53d04ec01eb27",,"in-use","10.68.15.215","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-082f7a362b56a8d31","subnet-0c613620c782ea628","ELB app/bos-stg-prt-b/fa616768e834c90e","in-use","10.68.5.54","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-045bad9b99bb6742a","subnet-0c613620c782ea628","ES bos-stg-es","available","10.68.4.29","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-067dcfe2e98ac1e3a","subnet-0b2f407bad53312d5","ELB app/bos-stub-crm-g/ac9b7be05870b686","in-use","10.61.21.124","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-077af134a05315d52","subnet-0c613620c782ea628","ELB app/bos-stg-com-b/7f565bf30efb4210","in-use","10.68.6.3","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0278f537ab854557b","subnet-05fc631d6511b3c7c",,"in-use","10.61.29.51","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0086a3768074737b6","subnet-08dd6a19d92ce175d","ELB net/bos-stgb-mq-shared/4ac752a4a870b39d","in-use","10.61.5.95","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-06296876a395ae3e9","subnet-0bb20abbf7838b5ea",,"in-use","10.61.38.183","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f080f58d3959f394","subnet-08dd6a19d92ce175d","ES bos-stgb-es","in-use","10.61.4.132","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0e1a465a8afea890f","subnet-0b2f407bad53312d5","ES bos-stub-es","available","10.61.23.111","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0720c26ddda8725d5","subnet-0bb20abbf7838b5ea","ELB app/bos-stin-ucor-b/97975ea71e95537a","in-use","10.61.38.19","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02c5386b726399e57","subnet-0bb20abbf7838b5ea",,"in-use","10.61.39.25","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-05ca677f7c755f1c3","subnet-0c613620c782ea628",,"in-use","10.68.5.76","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0e1e7a3b8b86ce783","subnet-05557acf7ced77316",,"in-use","10.61.45.51","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ff09cd44b35aa2bf","subnet-0bb20abbf7838b5ea",,"in-use","10.61.38.141","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ded31dbf48a0b86c","subnet-0c613620c782ea628","ES bos-stg-es","available","10.68.4.247","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-01902b88601a867ae","subnet-0c613620c782ea628","Network Interface for Transit Gateway Attachment tgw-attach-07ffb02d6e0694c99","in-use","10.68.4.41","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-08c6f161f82fc36f6","subnet-02e8d6dde58d7eede",,"in-use","10.61.13.71","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-07a92df7594fbb7eb","subnet-0bb20abbf7838b5ea","AWS Lambda VPC ENI-bos-stin-elasticsearch-pipeline-lambda-6bf5fffe-472b-4c45-a054-0c484fbc1522","in-use","10.61.39.85","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0878a66324ef58501","subnet-0c613620c782ea628",,"in-use","10.68.6.69","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0431e335ee43bdb74","subnet-001f7ca83ccd3e7c0","gd-paloalt-gd-pa-Publi-12OX1772KLJKW_ASG_us-west-2b-eth2","in-use","10.68.15.171","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-08dfe57e208fdd08d","subnet-0c613620c782ea628",,"in-use","10.68.4.174","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0220d4cd34127800d","subnet-0c613620c782ea628","AWS Lambda VPC ENI-bos-stg-elasticsearch-pipeline-lambda-96d12e9e-fea6-49e6-a812-264af720f221","in-use","10.68.5.66","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-09b2a484e2984a81e","subnet-08dd6a19d92ce175d","AWS Lambda VPC ENI-bos-stgb-elasticsearch-pipeline-lambda-db6c7061-f239-49d6-a40d-9a0d6dbed333","available","10.61.6.99","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-08ed466dd5c0240bd","subnet-0c613620c782ea628","ELB net/bos-stg-mq-shared/e886d6bdab27c54b","in-use","10.68.7.141","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0433b802f8f23e32a","subnet-0c613620c782ea628",,"in-use","10.68.7.118","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-098828548ba7f6573","subnet-0c613620c782ea628",,"in-use","10.68.6.150","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0dc813c44ee89752d","subnet-0c613620c782ea628","ELB app/bos-stg-tk-b/30874aeabba7ca5a","in-use","10.68.7.227","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0722449e51d8d57aa","subnet-08dd6a19d92ce175d","ELB app/bos-stgb-tk-b/7331f7e9f86e0c65","in-use","10.61.5.143","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-05bd22e8399baccc0","subnet-0b2f407bad53312d5","ES bos-stub-es","available","10.61.21.210","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-03e6896fb1c3071be","subnet-0c613620c782ea628","ELB app/bos-stg-fcm-b/e873ceeb7b45723c","in-use","10.68.6.90","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d9f7d32a452e54cf","subnet-0b2f407bad53312d5","Network Interface for Transit Gateway Attachment tgw-attach-09f00393fd92ef25d","in-use","10.61.23.163","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-07dd6701eb18098dc","subnet-02e8d6dde58d7eede",,"in-use","10.61.13.51","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0b06799e4290a4ef1","subnet-0c613620c782ea628",,"in-use","10.68.4.17","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-04d750aaac84f6670","subnet-08dd6a19d92ce175d","ELB app/bos-stgb-core-b/b569f8d7dfe0cf0e","in-use","10.61.7.249","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ed949b8d14c8310a","subnet-08dd6a19d92ce175d",,"in-use","10.61.5.166","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0e98020190e3cdae0","subnet-0c613620c782ea628",,"in-use","10.68.7.60","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0e041bae411bdf352","subnet-0c613620c782ea628","AWS Lambda VPC ENI-bos-stg-octopusderegister-4fe820a0-461f-4af7-a326-b7505ca67180","in-use","10.68.7.54","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-06f4983199f0c0e7d","subnet-0c613620c782ea628","ES bos-stg-es","available","10.68.7.23","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f7d785d8e78aea34","subnet-0b2f407bad53312d5","ElastiCache bos-ec-stub-g-001","in-use","10.61.20.5","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-03cfdd21d5377af56","subnet-0bb20abbf7838b5ea","ELB net/bos-stin-mq-shared/8042687fc5191291","in-use","10.61.39.230","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f58bc73e6bcc1266","subnet-03377ac8665767218",,"in-use","10.68.13.70","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f34e2acb36331cfd","subnet-0bb20abbf7838b5ea",,"in-use","10.61.38.152","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02ff5c25cee8f03ec","subnet-0c613620c782ea628","AWS Lambda VPC ENI-bos-stg-cloudwatch-to-slack-159fe20e-2b0a-4994-b06a-d8e259154370","in-use","10.68.5.251","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ab6110cdc701478c","subnet-0b2f407bad53312d5","AWS Lambda VPC ENI-bos-stub-elasticsearch-pipeline-lambda-2f8dba45-701d-4871-a44c-bceb4aa087a4","in-use","10.61.23.87","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0b9b3acf9c1653a0c","subnet-0bb20abbf7838b5ea","ELB app/bos-stin-crm-b/65827c518b825b35","in-use","10.61.39.155","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0c7e002f9a55be349","subnet-08dd6a19d92ce175d",,"in-use","10.61.4.197","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0a02537bc554e126c","subnet-08dd6a19d92ce175d",,"in-use","10.61.4.25","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-017bfc9cea074508a","subnet-0bb20abbf7838b5ea","AWS Lambda VPC ENI-bos-stin-cloudwatch-to-slack-4d679335-038f-4d26-ac4e-de84c36467f8","in-use","10.61.38.138","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-04e38605853b2563e","subnet-0bb20abbf7838b5ea",,"in-use","10.61.38.137","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02002393e1c9e98a5","subnet-08dd6a19d92ce175d","ELB app/bos-stgb-crm-b/2391af588547f231","in-use","10.61.4.58","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-01aa7172944aa697a","subnet-08dd6a19d92ce175d","AWS Lambda VPC ENI-bos-stgb-cloudwatch-to-slack-e89e95a8-84ba-4596-994f-13b4ae8e7955","in-use","10.61.4.109","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f5e2d3e2e06bd174","subnet-0b2f407bad53312d5","ES bos-stub-es","in-use","10.61.22.148","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-096bb3b0ba1889c6b","subnet-0bb20abbf7838b5ea",,"in-use","10.61.37.36","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0558b162c481dc51b","subnet-08dd6a19d92ce175d","ELB net/bos-stgb-cnrmq-b/a558bcc283c5350e","in-use","10.61.7.8","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02f700e9eb99f4af5","subnet-0c613620c782ea628","ELB app/bos-stg-ucor-b/e059488ffe82dffc","in-use","10.68.6.197","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-016fcd92c00c45994","subnet-0bb20abbf7838b5ea","ELB app/bos-stin-fcm-b/01448be6e5b4dcae","in-use","10.61.38.218","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0a63b260b6f6b74e0","subnet-08dd6a19d92ce175d","ES bos-stgb-es","available","10.61.4.7","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ea2c8e81c3750de5","subnet-0bb20abbf7838b5ea",,"in-use","10.61.39.21","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d904e86c3ee0920c","subnet-0c613620c782ea628",,"in-use","10.68.4.169","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-07bf839444c06c77d","subnet-0bca53d04ec01eb27","ELB net/paloalto-nlb/19eca449fdac5588","in-use","10.68.15.208","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ea5a1bac91f258d6","subnet-0bb20abbf7838b5ea","ELB app/bos-stin-prt-b/2cb51868085e10b8","in-use","10.61.39.202","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-05c6d1c00924b99fc","subnet-0b29d8e0f3be49b4c",,"in-use","10.61.2.160","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-04dcaeb30f12f9180","subnet-0cd73b8854af6e988","ElastiCache bos-ec-stg-b-001","in-use","10.68.3.50","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02e71f9eee60bedb3","subnet-0cd73b8854af6e988",,"in-use","10.68.2.229","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-00243687a354f9e6d","subnet-015a070ac9088d7b8","AWS Lambda VPC ENI-bos-stin-elasticsearch-pipeline-lambda-1fbf3493-d010-461d-b191-15461f04dacb","in-use","10.61.33.50","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0a2ccf1f125d14fb6","subnet-0a777464cbcacd96f","gd-paloalt-gd-pa-Publi-12OX1772KLJKW_ASG_us-west-2a-eth2","in-use","10.68.15.49","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02e1ddcc76c7b3254","subnet-0b29d8e0f3be49b4c","ELB app/bos-stgb-prt-b/0a531474b2ab23b4","in-use","10.61.3.107","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0979de0d90a24611c","subnet-0cd73b8854af6e988","ES bos-stg-es","available","10.68.3.253","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-08368a2b82aeb484d","subnet-0cd73b8854af6e988","ES bos-stg-es","available","10.68.0.190","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-02079f8917480163b","subnet-0b29d8e0f3be49b4c","AWS Lambda VPC ENI-bos-stgb-elasticsearch-pipeline-lambda-562aa321-7ca3-447b-abc0-4ab95eef6ece","available","10.61.3.132","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0c64ac6aa24f33cee","subnet-015a070ac9088d7b8",,"in-use","10.61.34.64","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0bff144cb8ed33097","subnet-0af3f3fd6445f2ebc","ELB app/bos-stub-com-b/517e88ad91edb5e1","in-use","10.61.19.201","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-03c585c57016feaae","subnet-0af3f3fd6445f2ebc","ES bos-stub-es","available","10.61.18.153","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d556c3f4e7541621","subnet-0b29d8e0f3be49b4c","ELB net/bos-stgb-cnrmq-b/a558bcc283c5350e","in-use","10.61.0.211","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0965048610a971ea4","subnet-0b29d8e0f3be49b4c","ELB app/bos-stgb-crm-b/2391af588547f231","in-use","10.61.3.5","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0a2fc4a7b6b405184","subnet-015a070ac9088d7b8","ES bos-stin-es","in-use","10.61.35.181","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0398ee06af3765817","subnet-015a070ac9088d7b8","ELB app/bos-stin-cryt-b/df14879af0cdd0fb","in-use","10.61.33.95","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0b59fce25e37a9007","subnet-015a070ac9088d7b8","ELB net/bos-stin-mq-shared/8042687fc5191291","in-use","10.61.32.181","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0c90fa4aed278754d","subnet-0b29d8e0f3be49b4c","ELB app/bos-stgb-ucor-b/ecb48d84d08e5bdb","in-use","10.61.2.171","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0e6fda2bbe8bd712b","subnet-0b29d8e0f3be49b4c","ES bos-stgb-es","available","10.61.2.157","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0402078e87a7afbaf","subnet-0af3f3fd6445f2ebc","ELB app/bos-stub-com-g/936c10a1664122b7","in-use","10.61.19.218","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d6ccdefcf9ff61f0","subnet-0cd73b8854af6e988","Network Interface for Transit Gateway Attachment tgw-attach-07ffb02d6e0694c99","in-use","10.68.0.105","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-08b70a803f3f3ad69","subnet-0cd73b8854af6e988","ELB app/bos-stg-com-b/7f565bf30efb4210","in-use","10.68.0.37","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-088a5fdb64437d184","subnet-0af3f3fd6445f2ebc","AWS Lambda VPC ENI-bos-stub-cloudwatch-to-slack-f7f0100e-7d57-46b7-b5f1-5be42915c05a","in-use","10.61.16.196","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0093991a246a75dbf","subnet-0cd73b8854af6e988","ES bos-stg-es","available","10.68.3.42","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0c84f242de10b55bc","subnet-015a070ac9088d7b8","ES bos-stin-es","available","10.61.34.73","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-087474ae9c88c175f","subnet-0f407ade867f9d200","ELB net/paloalto-nlb/19eca449fdac5588","in-use","10.68.15.94","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d4000a40c4a95f92","subnet-01b3bef573ecf4792",,"in-use","10.61.28.50","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-094cd01fdfe75b859","subnet-015a070ac9088d7b8","Primary network interface","in-use","10.61.32.205","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d829ca018ba582ce","subnet-075008f773853d88e","Interface for NAT Gateway nat-0b5071539165d3226","in-use","10.68.15.106","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ae033c0a60712b55","subnet-0b29d8e0f3be49b4c","ELB app/bos-stgb-com-g/6e8ad0bc125f2224","in-use","10.61.2.139","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-01937691355d3ec23","subnet-04b5eb7b1b4fcf6a5",,"in-use","10.61.12.50","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0799dc813401869bb","subnet-0b29d8e0f3be49b4c",,"in-use","10.61.3.138","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0d9c85f24a09389a2","subnet-09278aff1dcd7cae9",,"in-use","10.68.12.61","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-077d0940bb28e6817","subnet-0b29d8e0f3be49b4c","ELB app/bos-stgb-cryt-b/654a121db75fcfb9","in-use","10.61.2.4","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0b2c48f6d7e39e3a4","subnet-015a070ac9088d7b8","ELB app/bos-stin-tk-b/4bca27c6d1065a5b","in-use","10.61.33.15","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ad6b6e8c8d715116","subnet-0cd73b8854af6e988","AWS Lambda VPC ENI-bos-stg-elasticsearch-pipeline-lambda-33d67cf2-16cc-4bf8-8aac-ec6abd992d20","in-use","10.68.3.105","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0fca82395f6880984","subnet-0cd73b8854af6e988","ES bos-stg-es","in-use","10.68.3.134","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0bfb5759e80bc4f80","subnet-0af3f3fd6445f2ebc","AWS Lambda VPC ENI-bos-stub-elasticsearch-pipeline-lambda-1bcd9f5c-06b1-41be-bf54-10f65a0e554a","in-use","10.61.16.82","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0548ddbd70b3de094","subnet-015a070ac9088d7b8","ES bos-stin-es","available","10.61.35.168","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0bd905bb0765f4898","subnet-0b29d8e0f3be49b4c",,"in-use","10.61.0.190","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0b4b526f7bbee08e2","subnet-015a070ac9088d7b8",,"in-use","10.61.33.162","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0730caaa3e3d4d6e2","subnet-0b29d8e0f3be49b4c","ELB app/bos-stgb-com-b/3a4012b3c9db0661","in-use","10.61.2.223","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f0806d2f69b70114","subnet-0b29d8e0f3be49b4c",,"in-use","10.61.3.41","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-05b266bdacdc28802","subnet-0af3f3fd6445f2ebc","Network Interface for Transit Gateway Attachment tgw-attach-09f00393fd92ef25d","in-use","10.61.17.77","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0f828dfa499697ca3","subnet-0b29d8e0f3be49b4c","AWS Lambda VPC ENI-bos-stgb-elasticsearch-pipeline-lambda-8c48a7af-6b33-439b-95f6-43f09e83e0d1","available","10.61.1.113","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-001529376a61b9e22","subnet-0b29d8e0f3be49b4c","ELB net/bos-stgb-mq-shared/4ac752a4a870b39d","in-use","10.61.3.214","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0822c0095a37979b5","subnet-0e8e471bb2415a603",,"in-use","10.61.44.50","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0795dc70944585e60","subnet-0b29d8e0f3be49b4c",,"in-use","10.61.0.45","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0188ff64aaca968eb","subnet-0b29d8e0f3be49b4c","AWS Lambda VPC ENI-bos-stgb-cloudwatch-to-slack-e4b911d5-a097-4bb2-96c6-0a8f70bc1dfd","in-use","10.61.1.213","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-077d2d9e9fd7dbb7d","subnet-015a070ac9088d7b8",,"in-use","10.61.33.11","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-09fee04738b86c446","subnet-015a070ac9088d7b8","ElastiCache bos-ec-stin-b-001","in-use","10.61.34.249","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0ebff87f10772ca4f","subnet-0cd73b8854af6e988",,"in-use","10.68.0.97","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-09cedac2c5daa8c6b","subnet-0cd73b8854af6e988",,"in-use","10.68.0.176","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-0a9fa6725d7fb1f83","subnet-0b29d8e0f3be49b4c",,"in-use","10.61.1.80","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
"eni-009e891cc89176c84","subnet-0b29d8e0f3be49b4c","Primary network interface","in-use","10.61.2.203","System.Collections.Generic.List`1[Amazon.EC2.Model.GroupIdentifier]"
